x-axis,1,2
second,Volt,Volt
-43.0000E-03,+703.7924E-03,+31.4226E-03
-42.8800E-03,+700.5795E-03,+31.3294E-03
-42.7600E-03,+697.7120E-03,+31.2503E-03
-42.6400E-03,+694.8288E-03,+31.1559E-03
-42.5200E-03,+692.2032E-03,+31.2059E-03
-42.4000E-03,+689.1253E-03,+31.2470E-03
-42.2800E-03,+686.4023E-03,+31.2177E-03
-42.1600E-03,+683.2553E-03,+31.1609E-03
-42.0400E-03,+680.4915E-03,+31.2069E-03
-41.9200E-03,+677.4419E-03,+31.2267E-03
-41.8000E-03,+674.9136E-03,+31.2140E-03
-41.6800E-03,+671.6850E-03,+31.0868E-03
-41.5600E-03,+669.0185E-03,+31.0730E-03
-41.4400E-03,+665.7993E-03,+30.9048E-03
-41.3200E-03,+663.1329E-03,+30.8688E-03
-41.2000E-03,+659.9796E-03,+30.9612E-03
-41.0800E-03,+657.1121E-03,+30.9314E-03
-40.9600E-03,+654.2761E-03,+30.8179E-03
-40.8400E-03,+651.1605E-03,+30.8383E-03
-40.7200E-03,+648.0858E-03,+30.8539E-03
-40.6000E-03,+645.3910E-03,+30.8899E-03
-40.4800E-03,+642.4388E-03,+30.8027E-03
-40.3600E-03,+639.5807E-03,+30.7248E-03
-40.2400E-03,+636.4589E-03,+30.6314E-03
-40.1200E-03,+633.5506E-03,+30.7084E-03
-40.0000E-03,+630.5355E-03,+30.8431E-03
-39.8800E-03,+627.7968E-03,+30.7460E-03
-39.7600E-03,+624.6875E-03,+30.6895E-03
-39.6400E-03,+621.8043E-03,+30.6412E-03
-39.5200E-03,+618.7955E-03,+30.6955E-03
-39.4000E-03,+615.8527E-03,+30.6003E-03
-39.2800E-03,+612.8471E-03,+30.6039E-03
-39.1600E-03,+610.0110E-03,+30.5394E-03
-39.0400E-03,+606.9425E-03,+30.4131E-03
-38.9200E-03,+603.8803E-03,+30.3889E-03
-38.8000E-03,+601.0757E-03,+30.5378E-03
-38.6800E-03,+598.1360E-03,+30.4409E-03
-38.5600E-03,+595.2905E-03,+30.4473E-03
-38.4400E-03,+592.1247E-03,+30.3623E-03
-38.3200E-03,+589.2698E-03,+30.5206E-03
-38.2000E-03,+586.0788E-03,+30.4311E-03
-38.0800E-03,+583.4375E-03,+30.4330E-03
-37.9600E-03,+580.4130E-03,+30.3701E-03
-37.8400E-03,+577.4105E-03,+30.2237E-03
-37.7200E-03,+574.8257E-03,+30.2986E-03
-37.6000E-03,+571.9614E-03,+30.2652E-03
-37.4800E-03,+569.0531E-03,+30.2180E-03
