x-axis,1,2
second,Volt,Volt
-33.600E-03,-32.962E-03,+39.871E-03
-33.500E-03,-34.469E-03,+39.871E-03
-33.400E-03,-32.962E-03,+39.871E-03
-33.300E-03,-32.962E-03,+39.871E-03
-33.200E-03,-32.962E-03,+39.871E-03
-33.100E-03,-35.374E-03,+39.871E-03
-33.000E-03,-34.972E-03,+41.881E-03
-32.900E-03,-35.474E-03,+40.776E-03
-32.800E-03,-32.962E-03,+42.384E-03
-32.700E-03,-32.962E-03,+41.580E-03
-32.600E-03,-33.364E-03,+39.871E-03
-32.500E-03,-32.962E-03,+39.871E-03
-32.400E-03,-32.962E-03,+42.384E-03
-32.300E-03,-32.962E-03,+42.384E-03
-32.200E-03,-32.962E-03,+42.384E-03
-32.100E-03,-34.570E-03,+40.776E-03
-32.000E-03,-34.972E-03,+39.871E-03
-31.900E-03,-35.474E-03,+42.283E-03
-31.800E-03,-33.263E-03,+42.384E-03
-31.700E-03,-35.474E-03,+42.384E-03
-31.600E-03,-35.474E-03,+41.278E-03
-31.500E-03,-35.474E-03,+42.384E-03
-31.400E-03,-35.474E-03,+42.384E-03
-31.300E-03,-35.474E-03,+42.384E-03
-31.200E-03,-35.474E-03,+42.384E-03
-31.100E-03,-35.474E-03,+42.384E-03
-31.000E-03,-35.474E-03,+42.384E-03
-30.900E-03,-35.474E-03,+42.384E-03
-30.800E-03,-35.474E-03,+42.384E-03
-30.700E-03,-35.474E-03,+42.384E-03
-30.600E-03,-35.474E-03,+42.384E-03
-30.500E-03,-35.474E-03,+42.384E-03
-30.400E-03,-36.379E-03,+39.871E-03
-30.300E-03,-36.781E-03,+42.384E-03
-30.200E-03,-37.183E-03,+39.871E-03
-30.100E-03,-35.474E-03,+39.871E-03
-30.000E-03,-35.474E-03,+39.871E-03
-29.900E-03,-35.474E-03,+39.871E-03
-29.800E-03,-35.474E-03,+39.871E-03
-29.700E-03,-36.781E-03,+39.871E-03
-29.600E-03,-36.379E-03,+39.871E-03
-29.500E-03,-35.474E-03,+39.871E-03
-29.400E-03,-35.474E-03,+39.871E-03
-29.300E-03,-35.474E-03,+37.660E-03
-29.200E-03,-36.178E-03,+39.871E-03
-29.100E-03,-35.474E-03,+39.871E-03
-29.000E-03,-35.474E-03,+39.871E-03
-28.900E-03,-35.474E-03,+39.871E-03
-28.800E-03,-35.474E-03,+39.871E-03
-28.700E-03,-35.675E-03,+39.871E-03
-28.600E-03,-35.474E-03,+39.871E-03
-28.500E-03,-37.987E-03,+39.871E-03
-28.400E-03,-35.474E-03,+39.871E-03
